url,tracknames,session_type,title,date,time,location,additional_info,presentation_time,presentation_title,presentation_speaker,presentation_affiliation
http://local.dev.meetings.com/IDWEEK/_viewSessionData.cfm?thisID=265,,,,,,,,,,,
